raceId,driverId,circuitId,constructorId,resultId,number,grid,position,positionText,positionOrder,time,year,Air.Temp,Track.Temp,Rainfall,Wind.Speed,track_group,Fastest_Qual,driverRef,team_rank,final_position,constructorRef,circuitRef,Rainfall2,qualifying_mil,qualifying_dif
992,840,73,3,23849,18,10,8,8,8,12.546,2018,16.66140351,25.25175439,Dry,2.222807018,Med_Speed,01:43.6,stroll,6,7,williams,BAK,Dry,103585,1.020561982
992,842,73,5,23853,10,17,12,12,12,24.72,2018,16.66140351,25.25175439,Dry,2.222807018,Med_Speed,01:44.5,gasly,8,8,toro_rosso,BAK,Dry,104496,1.029537528
992,844,73,15,23847,16,13,6,6,6,9.158,2018,16.66140351,25.25175439,Dry,2.222807018,Med_Speed,01:43.8,leclerc,7,6,sauber,BAK,Dry,103752,1.022207334
993,1,4,131,23862,44,1,1,1,1,35:30.0,2018,16.05047619,32.33904762,3/4 Race,1.952380952,Med_Speed,01:16.2,hamilton,1,1,mercedes,catalunya,Wet,76173,1
993,20,4,6,23865,5,3,4,4,4,27.584,2018,16.05047619,32.33904762,3/4 Race,1.952380952,Med_Speed,01:16.3,vettel,3,4,ferrari,catalunya,Wet,76305,1.001732897
993,815,4,10,23870,11,15,9,9,9,\N,2018,16.05047619,32.33904762,3/4 Race,1.952380952,Med_Speed,01:18.7,perez,6,6,force_india,catalunya,Wet,78740,1.033699605
993,822,4,131,23863,77,2,2,2,2,20.593,2018,16.05047619,32.33904762,3/4 Race,1.952380952,Med_Speed,01:16.2,bottas,1,2,mercedes,catalunya,Wet,76213,1.00052512
993,830,4,9,23864,33,5,3,3,3,26.873,2018,16.05047619,32.33904762,3/4 Race,1.952380952,Med_Speed,01:16.8,max_verstappen,4,3,red_bull,catalunya,Wet,76816,1.008441311
993,832,4,4,23868,55,9,7,7,7,\N,2018,16.05047619,32.33904762,3/4 Race,1.952380952,Med_Speed,01:17.8,sainz,5,5,renault,catalunya,Wet,77790,1.021227994
993,840,4,3,23872,18,18,11,11,11,\N,2018,16.05047619,32.33904762,3/4 Race,1.952380952,Med_Speed,01:20.2,stroll,8,8,williams,catalunya,Wet,80225,1.053194702
993,844,4,15,23871,16,14,10,10,10,\N,2018,16.05047619,32.33904762,3/4 Race,1.952380952,Med_Speed,01:18.7,leclerc,7,7,sauber,catalunya,Wet,78661,1.032662492
994,1,6,131,23884,44,3,3,3,3,17.013,2018,26.64070796,34.60973451,Minimal,1.382300885,Low_Speed,01:11.2,hamilton,3,2,mercedes,monaco,Dry,71232,1.00595961
994,20,6,6,23883,5,2,2,2,2,7.336,2018,26.64070796,34.60973451,Minimal,1.382300885,Low_Speed,01:11.0,vettel,1,1,ferrari,monaco,Dry,71039,1.003234006
994,8,6,6,23885,7,4,4,4,4,18.127,2018,26.64070796,34.60973451,Minimal,1.382300885,Low_Speed,01:11.3,raikkonen,1,3,ferrari,monaco,Dry,71266,1.006439768
994,815,6,10,23893,11,9,12,12,12,+1:10.461,2018,26.64070796,34.60973451,Minimal,1.382300885,Low_Speed,01:12.2,perez,5,8,force_india,monaco,Dry,72154,1.01898037
994,822,6,131,23886,77,5,5,5,5,18.822,2018,26.64070796,34.60973451,Minimal,1.382300885,Low_Speed,01:11.4,bottas,3,4,mercedes,monaco,Dry,71441,1.008911171
994,832,6,4,23891,55,8,10,10,10,+1:09.013,2018,26.64070796,34.60973451,Minimal,1.382300885,Low_Speed,01:12.1,sainz,6,7,renault,monaco,Dry,72130,1.018641435
994,840,6,3,23898,18,17,17,17,17,\N,2018,26.64070796,34.60973451,Minimal,1.382300885,Low_Speed,01:13.3,stroll,9,9,williams,monaco,Dry,73323,1.035489338
994,842,6,5,23888,10,10,7,7,7,24.331,2018,26.64070796,34.60973451,Minimal,1.382300885,Low_Speed,01:12.2,gasly,8,5,toro_rosso,monaco,Dry,72221,1.019926564
995,1,7,131,23906,44,4,5,5,5,21.559,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:11.0,hamilton,1,4,mercedes,villeneuve,Dry,70996,1.003278503
995,20,7,6,23902,5,1,1,1,1,28:31.4,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:10.8,vettel,1,1,ferrari,villeneuve,Dry,70764,1
995,8,7,6,23907,7,5,6,6,6,27.184,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:11.1,raikkonen,1,5,ferrari,villeneuve,Dry,71095,1.00467752
995,815,7,10,23915,11,10,14,14,14,\N,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:12.4,perez,7,9,force_india,villeneuve,Dry,72395,1.023048443
995,822,7,131,23903,77,2,2,2,2,7.376,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:10.9,bottas,1,2,mercedes,villeneuve,Dry,70857,1.001314228
995,830,7,9,23904,33,3,3,3,3,8.36,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:10.9,max_verstappen,5,3,red_bull,villeneuve,Dry,70937,1.002444746
995,832,7,4,23909,55,9,8,8,8,\N,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:12.1,sainz,6,6,renault,villeneuve,Dry,72097,1.018837262
995,842,7,5,23912,10,16,11,11,11,\N,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:13.0,gasly,8,8,toro_rosso,villeneuve,Dry,73047,1.032262167
995,844,7,15,23911,16,13,10,10,10,\N,2018,20.52358491,36.9490566,Dry,2.471698113,Med_Speed,01:12.7,leclerc,9,7,sauber,villeneuve,Dry,72661,1.026807416
996,1,34,131,23922,44,1,1,1,1,30:11.4,2018,24.54607843,42.03333333,Minimal,1.815686275,Med_Speed,01:30.0,hamilton,1,1,mercedes,ricard,Dry,90029,1
996,20,34,6,23926,5,3,5,5,5,+1:01.935,2018,24.54607843,42.03333333,Minimal,1.815686275,Med_Speed,01:30.4,vettel,3,4,ferrari,ricard,Dry,90400,1.004120894
996,8,34,6,23924,7,6,3,3,3,25.888,2018,24.54607843,42.03333333,Minimal,1.815686275,Med_Speed,01:30.8,raikkonen,3,3,ferrari,ricard,Dry,90772,1.008252896
996,822,34,131,23928,77,2,7,7,7,+1:20.632,2018,24.54607843,42.03333333,Minimal,1.815686275,Med_Speed,01:30.1,bottas,1,5,mercedes,ricard,Dry,90147,1.001310689
996,830,34,9,23923,33,4,2,2,2,7.09,2018,24.54607843,42.03333333,Minimal,1.815686275,Med_Speed,01:30.7,max_verstappen,3,2,red_bull,ricard,Dry,90705,1.007508692
996,832,34,4,23929,55,7,8,8,8,+1:27.184,2018,24.54607843,42.03333333,Minimal,1.815686275,Med_Speed,01:32.0,sainz,6,6,renault,ricard,Dry,92016,1.022070666
996,840,34,3,23938,18,19,17,17,17,\N,2018,24.54607843,42.03333333,Minimal,1.815686275,Med_Speed,01:33.7,stroll,8,8,williams,ricard,Dry,93729,1.041097868
996,844,34,15,23931,16,8,10,10,10,+1:33.873,2018,24.54607843,42.03333333,Minimal,1.815686275,Med_Speed,01:32.1,leclerc,7,7,sauber,ricard,Dry,92055,1.02250386
997,20,70,6,23944,5,6,3,3,3,3.181,2018,23.17608696,45.87934783,Dry,2.484782609,Med_Speed,01:03.5,vettel,1,3,ferrari,red_bull_ring,Dry,63464,1.00529067
997,8,70,6,23943,7,3,2,2,2,1.504,2018,23.17608696,45.87934783,Dry,2.484782609,Med_Speed,01:03.7,raikkonen,1,2,ferrari,red_bull_ring,Dry,63660,1.008395375
997,815,70,10,23948,11,16,7,7,7,\N,2018,23.17608696,45.87934783,Dry,2.484782609,Med_Speed,01:05.3,perez,5,4,force_india,red_bull_ring,Dry,65279,1.034040868
997,830,70,9,23942,33,4,1,1,1,21:56.0,2018,23.17608696,45.87934783,Dry,2.484782609,Med_Speed,01:03.8,max_verstappen,3,1,red_bull,red_bull_ring,Dry,63840,1.011246634
997,832,70,4,23953,55,9,12,12,12,\N,2018,23.17608696,45.87934783,Dry,2.484782609,Med_Speed,01:04.6,sainz,4,7,renault,red_bull_ring,Dry,64561,1.022667511
997,840,70,3,23955,18,14,14,14,14,\N,2018,23.17608696,45.87934783,Dry,2.484782609,Med_Speed,01:05.3,stroll,7,8,williams,red_bull_ring,Dry,65264,1.033803263
997,842,70,5,23952,10,12,11,11,11,\N,2018,23.17608696,45.87934783,Dry,2.484782609,Med_Speed,01:04.9,gasly,6,6,toro_rosso,red_bull_ring,Dry,64874,1.027625535
997,844,70,15,23950,16,18,9,9,9,\N,2018,23.17608696,45.87934783,Dry,2.484782609,Med_Speed,01:05.0,leclerc,7,5,sauber,red_bull_ring,Dry,64967,1.029098685
998,1,9,131,23963,44,1,2,2,2,2.264,2018,27.43163265,52.16938776,Dry,1.46122449,High_Speed,01:25.9,hamilton,1,2,mercedes,silverstone,Dry,85892,1
998,20,9,6,23962,5,2,1,1,1,27:29.8,2018,27.43163265,52.16938776,Dry,1.46122449,High_Speed,01:25.9,vettel,1,1,ferrari,silverstone,Dry,85936,1.000512271
998,8,9,6,23964,7,3,3,3,3,3.652,2018,27.43163265,52.16938776,Dry,1.46122449,High_Speed,01:26.0,raikkonen,1,3,ferrari,silverstone,Dry,85990,1.001140968
998,815,9,10,23971,11,12,10,10,10,34.708,2018,27.43163265,52.16938776,Dry,1.46122449,High_Speed,01:27.9,perez,5,5,force_india,silverstone,Dry,87928,1.023704187
998,822,9,131,23965,77,4,4,4,4,8.883,2018,27.43163265,52.16938776,Dry,1.46122449,High_Speed,01:26.2,bottas,1,4,mercedes,silverstone,Dry,86217,1.003783822
998,842,9,5,23974,10,14,13,13,13,39.129,2018,27.43163265,52.16938776,Dry,1.46122449,High_Speed,01:28.3,gasly,6,7,toro_rosso,silverstone,Dry,88343,1.028535836
999,1,10,131,23983,44,14,1,1,1,32:29.8,2018,26.40192308,40.66826923,1/4 Race,2.008653846,Med_Speed,01:13.0,hamilton,3,1,mercedes,hockenheimring,Wet,73012,1.025276639
999,8,10,6,23985,7,3,3,3,3,6.732,2018,26.40192308,40.66826923,1/4 Race,2.008653846,Med_Speed,01:11.5,raikkonen,1,3,ferrari,hockenheimring,Wet,71547,1.004704263
999,815,10,10,23989,11,10,7,7,7,30.556,2018,26.40192308,40.66826923,1/4 Race,2.008653846,Med_Speed,01:12.8,perez,7,5,force_india,hockenheimring,Wet,72774,1.021934505
999,822,10,131,23984,77,2,2,2,2,4.535,2018,26.40192308,40.66826923,1/4 Race,2.008653846,Med_Speed,01:11.4,bottas,3,2,mercedes,hockenheimring,Wet,71416,1.002864686
999,830,10,9,23986,33,4,4,4,4,7.654,2018,26.40192308,40.66826923,1/4 Race,2.008653846,Med_Speed,01:11.8,max_verstappen,5,4,red_bull,hockenheimring,Wet,71822,1.008565972
999,832,10,4,23994,55,8,12,12,12,43.069,2018,26.40192308,40.66826923,1/4 Race,2.008653846,Med_Speed,01:12.7,sainz,2,6,renault,hockenheimring,Wet,72692,1.020783014
999,842,10,5,23996,10,16,14,14,14,\N,2018,26.40192308,40.66826923,1/4 Race,2.008653846,Med_Speed,01:13.7,gasly,8,7,toro_rosso,hockenheimring,Wet,73749,1.035626018
999,844,10,15,23997,16,9,15,15,15,\N,2018,26.40192308,40.66826923,1/4 Race,2.008653846,Med_Speed,01:12.7,leclerc,6,8,sauber,hockenheimring,Wet,72717,1.021134079
1000,1,11,131,24003,44,1,1,1,1,37:16.4,2018,33.7588785,51.08971963,Dry,1.142990654,Med_Speed,01:17.4,hamilton,1,1,mercedes,hungaroring,Dry,77419,1.009821825
1000,20,11,6,24004,5,4,2,2,2,17.123,2018,33.7588785,51.08971963,Dry,1.142990654,Med_Speed,01:16.7,vettel,3,2,ferrari,hungaroring,Dry,76666,1
1000,8,11,6,24005,7,3,3,3,3,20.101,2018,33.7588785,51.08971963,Dry,1.142990654,Med_Speed,01:17.5,raikkonen,3,3,ferrari,hungaroring,Dry,77526,1.011217489
1000,815,11,10,24016,11,19,14,14,14,\N,2018,33.7588785,51.08971963,Dry,1.142990654,Med_Speed,01:19.2,perez,8,7,force_india,hungaroring,Dry,79200,1.033052461
1000,822,11,131,24007,77,2,5,5,5,50,2018,33.7588785,51.08971963,Dry,1.142990654,Med_Speed,01:17.1,bottas,1,4,mercedes,hungaroring,Dry,77123,1.005960921
1000,832,11,4,24011,55,5,9,9,9,\N,2018,33.7588785,51.08971963,Dry,1.142990654,Med_Speed,01:17.8,sainz,6,6,renault,hungaroring,Dry,77829,1.015169697
1000,840,11,3,24019,18,15,17,17,17,\N,2018,33.7588785,51.08971963,Dry,1.142990654,Med_Speed,01:18.6,stroll,7,8,williams,hungaroring,Dry,78560,1.024704563
1000,842,11,5,24008,10,6,6,6,6,+1:13.273,2018,33.7588785,51.08971963,Dry,1.142990654,Med_Speed,01:18.6,gasly,5,5,toro_rosso,hungaroring,Dry,78577,1.024926304
1001,1,13,131,24024,44,1,2,2,2,11.061,2018,17.32735849,27.89811321,Dry,2.039622642,Med_Speed,01:41.6,hamilton,3,2,mercedes,spa,Dry,101553,1.00051231
1001,20,13,6,24023,5,2,1,1,1,23:34.5,2018,17.32735849,27.89811321,Dry,2.039622642,Med_Speed,01:41.5,vettel,2,1,ferrari,spa,Dry,101501,1
1001,815,13,10,24027,11,4,5,5,5,+1:11.023,2018,17.32735849,27.89811321,Dry,2.039622642,Med_Speed,01:43.0,perez,1,5,force_india,spa,Dry,103014,1.014906257
1001,822,13,131,24026,77,19,4,4,4,+1:03.605,2018,17.32735849,27.89811321,Dry,2.039622642,Med_Speed,01:42.2,bottas,3,4,mercedes,spa,Dry,102191,1.006797963
1001,830,13,9,24025,33,7,3,3,3,31.372,2018,17.32735849,27.89811321,Dry,2.039622642,Med_Speed,01:42.6,max_verstappen,5,3,red_bull,spa,Dry,102554,1.010374282
1001,832,13,4,24033,55,14,11,11,11,\N,2018,17.32735849,27.89811321,Dry,2.039622642,Med_Speed,01:44.5,sainz,7,7,renault,spa,Dry,104489,1.029438134
1001,840,13,3,24035,18,17,13,13,13,\N,2018,17.32735849,27.89811321,Dry,2.039622642,Med_Speed,01:45.1,stroll,8,8,williams,spa,Dry,105134,1.035792751
1001,842,13,5,24031,10,10,9,9,9,+1:45.892,2018,17.32735849,27.89811321,Dry,2.039622642,Med_Speed,01:43.8,gasly,6,6,toro_rosso,spa,Dry,103844,1.023083516
1002,1,14,131,24043,44,3,1,1,1,16:54.5,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:19.3,hamilton,3,1,mercedes,monza,Wet,79294,1.002211858
1002,20,14,6,24046,5,2,4,4,4,16.151,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:19.3,vettel,1,4,ferrari,monza,Wet,79280,1.002034909
1002,8,14,6,24044,7,1,2,2,2,8.705,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:19.1,raikkonen,1,2,ferrari,monza,Wet,79119,1
1002,815,14,10,24049,11,14,8,8,7,58.678,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:21.9,perez,8,6,force_india,monza,Wet,81888,1.034997915
1002,822,14,131,24045,77,4,3,3,3,14.066,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:19.7,bottas,3,3,mercedes,monza,Wet,79656,1.006787245
1002,830,14,9,24047,33,5,5,5,5,18.208,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:20.3,max_verstappen,5,5,red_bull,monza,Wet,80333,1.015343976
1002,832,14,4,24050,55,7,9,9,8,+1:18.140,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:21.0,sainz,6,7,renault,monza,Wet,81041,1.024292521
1002,840,14,3,24051,18,10,10,10,9,\N,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:21.5,stroll,7,8,williams,monza,Wet,81494,1.030018074
1002,842,14,5,24056,10,9,15,15,14,\N,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:21.4,gasly,9,10,toro_rosso,monza,Wet,81350,1.028198031
1002,844,14,15,24053,16,15,12,12,11,\N,2018,22.18989899,30.82222222,1/4 Race,2.124242424,High_Speed,01:21.9,leclerc,10,9,sauber,monza,Wet,81889,1.035010554
1003,1,15,131,24063,44,1,1,1,1,51:11.6,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:36.0,hamilton,1,1,mercedes,marina_bay,Dry,96015,1
1003,20,15,6,24065,5,3,3,3,3,39.984,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:36.6,vettel,3,3,ferrari,marina_bay,Dry,96628,1.006384419
1003,8,15,6,24067,7,5,5,5,5,53.001,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:36.8,raikkonen,3,5,ferrari,marina_bay,Dry,96794,1.008113316
1003,815,15,10,24078,11,7,16,16,16,\N,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:38.0,perez,6,10,force_india,marina_bay,Dry,97985,1.020517627
1003,822,15,131,24066,77,4,4,4,4,51.93,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:36.7,bottas,1,4,mercedes,marina_bay,Dry,96702,1.007155132
1003,830,15,9,24064,33,2,2,2,2,8.961,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:36.3,max_verstappen,3,2,red_bull,marina_bay,Dry,96334,1.003322398
1003,832,15,4,24070,55,12,8,8,8,\N,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:38.7,sainz,7,6,renault,marina_bay,Dry,98716,1.028131021
1003,840,15,3,24076,18,20,14,14,14,\N,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:41.3,stroll,10,9,williams,marina_bay,Dry,101334,1.055397594
1003,842,15,5,24075,10,15,13,13,13,\N,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:39.6,gasly,9,8,toro_rosso,marina_bay,Dry,99614,1.037483727
1003,844,15,15,24071,16,13,9,9,9,\N,2018,29.86541353,33.12406015,Dry,1.978947368,Low_Speed,01:38.7,leclerc,8,7,sauber,marina_bay,Dry,98747,1.028453887
1004,1,71,131,24083,44,2,1,1,1,27:25.2,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:31.5,hamilton,1,1,mercedes,sochi,Dry,91532,1.001586659
1004,20,71,6,24085,5,3,3,3,3,7.487,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:31.9,vettel,3,3,ferrari,sochi,Dry,91943,1.006084016
1004,8,71,6,24086,7,4,4,4,4,16.543,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:32.2,raikkonen,3,4,ferrari,sochi,Dry,92237,1.009301104
1004,815,71,10,24092,11,8,10,10,10,\N,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:33.6,perez,5,7,force_india,sochi,Dry,93563,1.023810826
1004,822,71,131,24084,77,1,2,2,2,2.545,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:31.4,bottas,1,2,mercedes,sochi,Dry,91387,1
1004,830,71,9,24087,33,19,5,5,5,31.016,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:33.0,max_verstappen,7,5,red_bull,sochi,Dry,93048,1.018175452
1004,832,71,4,24099,55,11,17,17,17,\N,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:34.6,sainz,8,9,renault,sochi,Dry,94626,1.035442678
1004,840,71,3,24097,18,14,15,15,15,\N,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:36.4,stroll,9,8,williams,sochi,Dry,96437,1.055259501
1004,844,71,15,24089,16,7,7,7,7,+1:38.390,2018,24.77818182,29.94545455,Minimal,1.997272727,Med_Speed,01:33.4,leclerc,6,6,sauber,sochi,Dry,93419,1.02223511
1005,1,22,131,24103,44,1,1,1,1,27:17.1,2018,28.26481481,37.17037037,Dry,1.791666667,High_Speed,01:27.8,hamilton,1,1,mercedes,suzuka,Dry,87760,1
1005,20,22,6,24108,5,8,6,6,6,+1:09.873,2018,28.26481481,37.17037037,Dry,1.791666667,High_Speed,01:28.3,vettel,3,5,ferrari,suzuka,Dry,88279,1.005913856
1005,8,22,6,24107,7,4,5,5,5,50.998,2018,28.26481481,37.17037037,Dry,1.791666667,High_Speed,01:28.6,raikkonen,3,4,ferrari,suzuka,Dry,88595,1.009514585
1005,815,22,10,24109,11,9,7,7,7,+1:19.379,2018,28.26481481,37.17037037,Dry,1.791666667,High_Speed,01:29.6,perez,6,6,force_india,suzuka,Dry,89567,1.020590246
1005,822,22,131,24104,77,2,2,2,2,12.919,2018,28.26481481,37.17037037,Dry,1.791666667,High_Speed,01:28.0,bottas,1,2,mercedes,suzuka,Dry,87987,1.0025866
1005,830,22,9,24105,33,3,3,3,3,14.295,2018,28.26481481,37.17037037,Dry,1.791666667,High_Speed,01:28.8,max_verstappen,6,3,red_bull,suzuka,Dry,88849,1.012408842
1005,832,22,4,24112,55,13,10,10,10,\N,2018,28.26481481,37.17037037,Dry,1.791666667,High_Speed,01:30.2,sainz,8,7,renault,suzuka,Dry,90236,1.028213309
1005,840,22,3,24119,18,14,17,17,17,\N,2018,28.26481481,37.17037037,Dry,1.791666667,High_Speed,01:30.3,stroll,9,9,williams,suzuka,Dry,90317,1.029136281
